άντρας,"man, a man",άντρας,"man, a man"
ένα,"a, an, one",ένα,"a, an, one"
ένας,"a, an, one",ένας,"a, an, one"
αγόρι,"boy, boyfriend",αγόρι,"boy, boyfriend"
αυτή,"she, this, her",αυτή,"she, this, her"
αυτό,"this, that, in this",αυτό,"this, that, in this"
αυτός,"he, this, it",αυτός,"he, this, it"
γυναίκα,woman,γυναίκα,woman
είμαι,"I am, I'm, be",είμαι,"I am, I'm, be"
είναι,"is, are, It is",είναι,"is, are, It is"
εγώ,"I, Me",εγώ,"I, Me"
εσύ,"you, you (singular)",εσύ,"you, you (singular)"
η,"eeta, The",η,"eeta, The"
και,and,και,and
κορίτσι,"girl, girlfriend, a girl",κορίτσι,"girl, girlfriend, a girl"
μήλο,apple,μήλο,apple
μία,"a, an, one",μία,"a, an, one"
μικρό,"small, little, young",μικρό,"small, little, young"
νερό,"water, (some) water, water supply",νερό,"water, (some) water, water supply"
ο,the,ο,the
πίνει,"drinks, is drinking, (he/she/it) drinks",πίνει,"drinks, is drinking, (he/she/it) drinks"
πίνω,"I drink, I am drinking",πίνω,"I drink, I am drinking"
το,"the, it",το,"the, it"
τρώει,"eats, is eating, eat",τρώει,"eats, is eating, eat"
τρώω,"I eat, I am eating",τρώω,"I eat, I am eating"
ψωμί,bread,ψωμί,bread
άντρες,"men, husbands",άντρες,"men, husbands"
έχει,"has, does....have, he has",έχει,"has, does....have, he has"
έχεις,"do you have, have, you have",έχεις,"do you have, have, you have"
έχουμε,"have, (we) have, do we have",έχουμε,"have, (we) have, do we have"
έχω,"have, I have",έχω,"have, I have"
αγελάδα,cow,αγελάδα,cow
αγόρια,"boys, boyfriends, sons",αγόρια,"boys, boyfriends, sons"
αυτοί,"they, these",αυτοί,"they, these"
βιβλίο,"book, a book",βιβλίο,"book, a book"
γάλα,milk,γάλα,milk
γυναίκες,"women, ladies, wives",γυναίκες,"women, ladies, wives"
διαβάζει,"reads, is reading, is studying",διαβάζει,"reads, is reading, is studying"
διαβάζεις,"read, you read, are reading",διαβάζεις,"read, you read, are reading"
διαβάζουμε,"(we) read, are reading, are studying",διαβάζουμε,"(we) read, are reading, are studying"
διαβάζουν,"read, (they) read, (they) study",διαβάζουν,"read, (they) read, (they) study"
διαβάζω,"I read, I study, I am reading",διαβάζω,"I read, I study, I am reading"
είμαστε,"are, (we) are, are we",είμαστε,"are, (we) are, are we"
είσαι,"are, are you, be",είσαι,"are, are you, be"
είσαστε,"(you) are, you're",είσαστε,"(you) are, you're"
εμείς,"we, us",εμείς,"we, us"
εσείς,"you, And you?, How about you?",εσείς,"you, And you?, How about you?"
εφημερίδα,"newspaper, gazette, journal",εφημερίδα,"newspaper, gazette, journal"
ζωή,"life, a life",ζωή,"life, a life"
θα,will,θα,will
κορίτσια,"girls, girlfriends",κορίτσια,"girls, girlfriends"
μενού,"menu, list",μενού,"menu, list"
μια,"a, an, one",μια,"a, an, one"
οι,the,οι,the
πίνεις,"(you) drink, (you) are drinking",πίνεις,"(you) drink, (you) are drinking"
πίνουν,"drink, (they) drink, (they) are drinking",πίνουν,"drink, (they) drink, (they) are drinking"
παιδί,"child, a child, kid",παιδί,"child, a child, kid"
παιδιά,"children, kids, youngsters",παιδιά,"children, kids, youngsters"
ρύζι,rice,ρύζι,rice
σάντουιτς,"sandwich, a sandwich, sandwiches",σάντουιτς,"sandwich, a sandwich, sandwiches"
τα,the,τα,the
τρως,"eat, (you) eat, do you eat",τρως,"eat, (you) eat, do you eat"
τρώνε,"are eating, eating, they are eating",τρώνε,"are eating, eating, they are eating"
αγγλικά,English,αγγλικά,English
αντίο,"goodbye, bye, farewell",αντίο,"goodbye, bye, farewell"
γεια,"hello, goodbye, bye",γεια,"hello, goodbye, bye"
γεια σας,"hello/hi, goodbye",γεια σας,"hello/hi, goodbye"
γεια σου,"Hi, hello",γεια σου,"Hi, hello"
δεν,"not, don't, he will never be",δεν,"not, don't, he will never be"
είστε,"are, (you) are, be",είστε,"are, (you) are, be"
ελληνικά,Greek,ελληνικά,Greek
ευχαριστώ,"thank you, thanks, I thank",ευχαριστώ,"thank you, thanks, I thank"
θέλω,"want, I want",θέλω,"want, I want"
καλά,good,καλά,good
καλημέρα,good morning,καλημέρα,good morning
καληνύχτα,good night,καληνύχτα,good night
καλησπέρα,good evening,καλησπέρα,good evening
λυπάμαι,"I am sorry, I'm sorry, sorry",λυπάμαι,"I am sorry, I'm sorry, sorry"
με συγχωρείτε,"excuse me, sorry",με συγχωρείτε,"excuse me, sorry"
μιλάει,"talked, spoke, I spoke",μιλάει,"talked, spoke, I spoke"
μιλάω,"I speak, I talk, (I am) speaking",μιλάω,"I speak, I talk, (I am) speaking"
μου,"my, me",μου,"my, me"
ναι,yes,ναι,yes
παιχνίδι,"game, toy, match",παιχνίδι,"game, toy, match"
παρακαλώ,"please, you are welcome, plead (verb)",παρακαλώ,"please, you are welcome, plead (verb)"
πώς είσαι,how are you (infr/sing),πώς είσαι,how are you (infr/sing)
πώς είστε,how are you (pl/formal),πώς είστε,how are you (pl/formal)
τί λέει,what does he say,τί λέει,what does he say
τι κάνεις,"what are you doing?, how are you?, what do you do",τι κάνεις,"what are you doing?, how are you?, what do you do"
όνομα,name,όνομα,name
όχι,"not, no",όχι,"not, no"
αδέλφια,"siblings, brother and sister, brothers",αδέλφια,"siblings, brother and sister, brothers"
αδελφή,"sister, a sister",αδελφή,"sister, a sister"
αδελφός,brother,αδελφός,brother
γάμος,"marriage, wedding",γάμος,"marriage, wedding"
γιαγιά,"grandmother, gran, grandma",γιαγιά,"grandmother, gran, grandma"
γιος,son,γιος,son
γονείς,parents,γονείς,parents
γονιός,parent,γονιός,parent
θεία,aunt,θεία,aunt
θείος,uncle,θείος,uncle
κόρη,daughter,κόρη,daughter
μητέρα,mother,μητέρα,mother
μπαμπάς,"dad, daddy",μπαμπάς,"dad, daddy"
