alejada,far away
alejadas,far away
alejado,away
alejados,away
auxilio,help
caernos,fall down
caerte,fall down
cambio,change
cambios,changes
cerebro,brain
cerebros,brains
comer mucho,eat a lot
en forma,fit
fácilmente,easily
gravemente,seriously
horrible,horrible
inmediatamente,immediately
me olvido,I forget
me veo,I look
medicina,medicine
medicinas,medicines
molesta,upset
molestas,annoying
molesto,annoying
molestos,annoying
muerta,dead
muertas,dead
muerto,dead
muertos,dead
nacer,be born
nos olvidamos,we forgot
nos vemos,See ya
olvidarnos,forget us
olvidarse,forget
pelo,hair
reírme,laugh
reírnos,laugh
reírse,laugh
reírte,laugh
rápidamente,quickly
sangre,blood
se olvida,forget
se olvidaron,they forgot
se ve,it looks
se ven,they look
te olvidas,you forget
te ves,you look
trabajar mucho,work a lot
usual,usual
vendaje,bandage
vernos,see us
verse,see each other
