calurosa,hot
caluroso,warm
calurosos,hot
caminó,path
clima,weather
comenzamos,we started
comenzar,begin
comienza,begins
comienzas,you start
corrió,ran
dormimos,we slept
duermen,sleep
duermes,Do you sleep
duermo,I sleep
encantar,love
encontrarnos,meet us
encontrarse,meet
frío,cold
fue un,was a
fueron unos,they were some
haber,to have
llover,rain
lloviendo,raining
llovió,it rained
lluvia,rain
me encuentro,I meet
montaste,you rode
nevando,snowing
nevar,to snow
nevó,nevus
nos encontramos,we meet
primera,first
primeras,first
primero,First
primeros,first
se encuentra,it's found
se encuentran,they find each other
te encuentras,you meet
todo,all
árbol,tree
árboles,trees
