a veces,sometimes
aburrido,bored
bebé,baby
bebés,you drink
conmigo,with me
contenta,happy
contigo,with you
disfrutar,to enjoy
dormir,to sleep
emocionada,moved
emocionado,excited
emocionar,thrill
enferma,sick
enfermo,sick
enojada,annoyed
enojado,angry
mamá,breast
mamás,moms
mañana,morning
me siento,I feel
nunca,never
o,either
otra vez,again
papá,potato
por qué,why
preocupado,worried
qué
                    tal,how's it going
se siente,it feels
siempre,forever
también,also
te sientes,you feel
triste,sad
un poco,a little
