actividad,exercise
actividades,activities
cigarrillos,cigarettes
cita,appointment
cuello,neck
cuellos,necks
cuida,takes care
cuidan,take care
cuidar,look after
cuidas,take care
debería,ought
deberías,you should
dedo,finger
dedos,fingers
descansar,to rest
descansaron,rested
descansas,you rest
descansaste,you rested
descanso,break
descansó,break
doler,to hurt
dolor,pain
dr.,dr.
dra.,dr.
duele,hurts
duelen,they hurt
ejercicio,exercise
enfermeras,nurses
enfermeros,nurses
espalda,back
espaldas,backs
estómago,stomach
estómagos,stomachs
hay que,must
jabones,soaps
jabón,soap
me cepillé,I brushed
mover,move
nos cepillamos,we brush
pálida,pale
pálido,Pale
salud,Health
se cepillaron,they brushed
se cepilló,brushed
te cepillaste,you brushed
