clínica,"clinic, private hospital / clinic, clinical"
antibióticos,antibiotics
antibiótico,antibiotic
farmacias,pharmacies
farmacia,"pharmacy, chemist's, drugstore"
doctora,"doctor, doctors"
doctoras,"doctors (feminine), doctors"
doctores,doctors
doctor,"doctor, doctors"
mayor,mayor
mayores,older
lo,"it, you, him"
viviendo,"living, staying, being alive"
practica,"practice, (you-formal) practice, (he/she/it) carries out"
evitarlo,"help, (to) avoid (him/it), (to) prevent (him/it)"
evita,"prevent!, (you-formal) prevent, (he/she/it) avoids"
evito,missed
practican,(they) practice
evitarme,"(to) avoid (me), (to) prevent (me), (to) save (me)"
evitar,"(to) avoid, (to) prevent, (to) save"
comprado,"bought, got, purchased"
dieta,"diet, allowance, assembly"
peso,"weight, by weight, (I) weigh"
pesos,pesos
bastantes,"pretty, quite, quite a lot"
bastante,"pretty, quite, quite a lot"
análisis de sangre,blood test
me quemo,I'm burning
se quemaron,they burned
quemando,"burning off, burning, burning … at the stake"
me quemé,i burned
te quemaste,you burned
se quemó,it burned
piel,"skin, fur, leather"
herida,hurt
así,"so, like that, like this"
mareado,dizzy
mareada,dizzy
mareados,dizzy
mejor,"better, best, instead"
paciente,"patient, passive"
pacientes,"patients, passive, patient"
peor,"worse, worst"
por suerte,"fortunately, luckily"
resfriado,cold
resfriadas,cold
resfriados,cold
tos,cough
codo,"elbow, elbow;, tightfisted"
enfermarme,exasperating
enfermarse,exasperating
se enferman,They get sick
enfermarte,exasperating
me enfermo,I get sick
se enferma,get sick
estrés,stress
