tomar,"take, (to) take, (to) drink"
ganar,"win, (to) win, (to) earn"
almorzar,"lunch, (to) have lunch, (to) eat lunch"
cuidar,"(to) look after, (to) take care, (to) take care of"
estudiar,"study, (to) study, studying"
gustar,"like, (to) like"
geografía,geography
correr,"run, (to) run, running"
dormir,"(to) sleep, sleeping"
recibir,"(to) receive, (to) get, take"
ibas,"(you) were going to, (?) did you use to go"
escribir,"write, (to) write, writing"
mecánico,mechanic
iba,"(I) used to go, (I) was going, (I) was leaving"
íbamos,"(we) went out, (we) used to go, (we) were going"
iban,"(?) did you use to go, (they) used to go, (they) went"
caminaba,"(I) used to walk, (he) walked, (he) was walking"
comprar,"buy, (to) buy, (to) get"
dulces,"sweets, candy, candies"
refresco,"soda, pop"
dibujo animado,cartoon
trabajando,working
descansar,"resting, (to) rest"
conversar,"(to) talk, (to) chat, talk"
acompañar,(to) go with
limpiar,"clean, (to) clean, cleaned"
lavar,(to) wash
patio de juego,playground
