hacer,"do, (to) do, (to) make"
hago,"(I) make, (I) do, (I) am making"
tarea,"homework, task"
tareas,"homework, jobs, tasks"
desayuno,"breakfast, (I) eat breakfast"
almuerzo,"lunch, (I) eat lunch"
hacen,"(?) are you doing, (they) do, (they) make"
haces,"(you) do, (you) make, (?) are you doing"
hace,"ago, (?) are you making, (?) does he do"
hacemos,"(we) make, (we) do, (?) do we do"
cenas,(?) do you eat dinner
cena,"dinner, supper"
demasiado,"too, too much, a bit too"
diarios,newspapers
diario,"newspaper, daily, diary"
cosas,things
cosa,thing
antes,"before, previously, by"
después,"after, later, next"
solo,"only, alone, just"
toman,"(?) do you catch, (they) are taking, (they) take"
tomo,"(I) take, (I) am taking"
tomas,"(?) are you taking, (?) do you take"
ponerse,"put, (to) put on"
me pongo,"(I) put on, (I) am putting on, I'm putting on"
te pones,"(you) put on, (?) are you putting on"
se pone,"(she) puts on, (?) is she putting on, (he) puts on"
cada,"each, every"
ducharse,"shower, (to) take a shower, (to) shower"
levantarse,"(to) get up, getting up"
salgo,(I) leave
temprano,early
tarde,"late, afternoon, evening"
semanas,"weeks, week"
fácil,easy
fáciles,easy
sale,sale
sales,"(you) leave, (?) do you leave, (?) are you leaving"
difícil,"difficult, hard"
difíciles,"difficult, hard"
