amaban,they loved
amar,to love
collar,necklace
conocer,know
conocía,knew
conocían,they knew
corazones,hearts
corazón,heart
cree,believe
creemos,we believe
creen,believe
creer,to believe
creo,I believe
creía,believed
creíamos,we believed
creías,did you believe
encantaba,loved
encantaban,they loved
estar de acuerdo,agree
interesaba,interested
interesarse,interest
leones,lions
león,Lion
magia,Magic
me llamaba,called me
naturaleza,nature
naturalezas,natures
necesitaba,needed
necesitaban,they needed
odiaba,I hated
odiaban,they hated
oro,Prayed
pato,duck
patos,Ducks
preferir,to prefer
prefería,preferred
preferían,they preferred
preferías,you preferred
propia,own
propias,own
propio,own
propios,own
puente,bridge
puentes,bridges
querer,want
quería,wanted
se llamaba,it was called
se llamaban,They were called
serpiente,snake
serpientes,snakes
silvestres,wild
simple,simple
visitantes,visitors
