adicional,additional
adicionales,additional
aire acondicionado,air conditioner
alfombra,carpet
alfombras,carpets
bien,good
botón,button
calefacción,heating
cantidad,amount
clásicas,classic
clásico,classic
clásicos,classics
cobrar,collect
cobraron,charged
comedor,dining room
deben,must
debo,I shall
electrodomésticos,home appliances
entonces,then
estilo,style
estilos,styles
forma,form
formas,shapes
material,material
mediana,median
medianas,medians
mediano,medium
medianos,medium
mesa de noche,nightstand
mesas de noche,Night tables
objeto,object
objetos,objects
por ciento,percent
renovaste,you renewed
secciones,sections
sección,section
