άντρα,man,άντρα,man
αγαπάω,"love, you love",αγαπάω,"love, you love"
γλυκά,"sweets, sweet (adj. neut. plural)",γλυκά,"sweets, sweet (adj. neut. plural)"
γυναίκες,"women, ladies, wives",γυναίκες,"women, ladies, wives"
δίνω,"give, (I) give, (I am) giving",δίνω,"give, (I) give, (I am) giving"
δρόμο,"street, road, way",δρόμο,"street, road, way"
ελέφαντα,elephant,ελέφαντα,elephant
ελέφαντες,elephants,ελέφαντες,elephants
ποτήρι,"glass, (a) glass (of)",ποτήρι,"glass, (a) glass (of)"
πουκάμισο,"shirt, a shirt, shirt (with buttons)",πουκάμισο,"shirt, a shirt, shirt (with buttons)"
πουλιά,sell,πουλιά,sell
σκύλο,"dog, a dog",σκύλο,"dog, a dog"
σκύλους,dogs,σκύλους,dogs
σοκολάτα,chocolate,σοκολάτα,chocolate
στον,"in the, at the, in",στον,"in the, at the, in"
τα άρθρα της αιτιατικής,the articles of causation,τα άρθρα της αιτιατικής,the articles of causation
τηλέφωνο,"telephone, phone",τηλέφωνο,"telephone, phone"
τυρί,cheese,τυρί,cheese
χυμό,"juice, of juice",χυμό,"juice, of juice"
άριστη,"excellent, an excellent, perfect",άριστη,"excellent, an excellent, perfect"
ίδια,same,ίδια,same
ακριβός,"expensive, costly, pricey",ακριβός,"expensive, costly, pricey"
ανεξάρτητο,independent,ανεξάρτητο,independent
ανθρώπινη,"human, humane",ανθρώπινη,"human, humane"
ανοιχτό,"open, light, on",ανοιχτό,"open, light, on"
ανοιχτός,"light, open",ανοιχτός,"light, open"
απαραίτητη,"necessary, essential",απαραίτητη,"necessary, essential"
αριστερός,"left, leftist",αριστερός,"left, leftist"
βασικό,"basic, main",βασικό,"basic, main"
βρώμικο,"dirty, filthy",βρώμικο,"dirty, filthy"
γενική,"general, generic",γενική,"general, generic"
γενικός,general,γενικός,general
γρήγορος,fast,γρήγορος,fast
δίγλωσση,bilingual,δίγλωσση,bilingual
δίγλωσσος,bilingual,δίγλωσσος,bilingual
δημοφιλής,popular,δημοφιλής,popular
διάσημη,"famous, renowned, well-known",διάσημη,"famous, renowned, well-known"
διαφορετική,"different, unlike",διαφορετική,"different, unlike"
δύσκολη,"difficult, hard",δύσκολη,"difficult, hard"
ενδιαφέρων,"interesting, an interesting",ενδιαφέρων,"interesting, an interesting"
επίσημος,"official, formal",επίσημος,"official, formal"
επόμενο,next,επόμενο,next
επόμενος,next,επόμενος,next
εύκολο,easy,εύκολο,easy
ζεστό,"hot, warm",ζεστό,"hot, warm"
ζωντανός,"alive, living",ζωντανός,"alive, living"
θετικό,positive,θετικό,positive
ιδιαίτερο,special,ιδιαίτερο,special
ιδιαίτερος,special,ιδιαίτερος,special
ιστορική,"historical, historic",ιστορική,"historical, historic"
