tocaron,"touch, (they) played, (?) did they play"
tocamos,"(we) touch, (we) are touching, (we) play"
tocaste,"(you) touched, play, played"
tocó,"(he) played, (she) played"
lavaste,"wash, (?) did you wash, clean"
lavamos,"(we) washed, (we) are washing, (we) wash"
lavé,"wash, (he) washed"
limpié,"(I) cleaned, cleaned"
limpiamos,"(we) are cleaning, (we) clean, (we) cleaned"
limpiaste,"(?) did you clean, clean"
almorzaste,(?) did you eat lunch
almorzó,(she) had lunch
almorzamos,"(we) have lunch, (we) are having lunch, (we) eat lunch"
almorzaron,"(they) had lunch, (they) ate lunch"
tazón,"bowl, mug"
tazones,"bowls, mugs"
copas,glasses
copa,"drink, glass, cup"
aprobar,"(to) pass, get, pass"
leíste,"read, (you) read"
leímos,"read, (we) read"
leyó,"(they) read, (he) read"
leyeron,"read, (they/you-plural) read"
entendieron,"follow, followed, (they/you-plural) understood"
entendió,"(?) did he understand, (he) understood"
entendimos,"got, get, followed"
entendí,"got, (I) understood, understand"
entendiste,"(?) did you understand, understand, (you) understood"
durmió,"(he) slept, sleep"
dormimos,"(we) sleep, (we) slept"
dormí,"slept, sleep, (I) slept"
durmieron,"sleep, (they) slept"
dormiste,"(?) did you sleep, (you) slept"
varios,"many, various, assorted"
varias,"several, many, various"
aprobaron,pass
aprobó,"(she) passed, pass"
aprobamos,(we) passed
aprobé,pass
aprobaste,"(?) did you pass, pass"
historia,"history, story"
química,"chemistry, chemical"
ganar,"win, (to) win, (to) earn"
pruebas,"(you) taste, tests, (?) are you trying"
prueba,"test, quiz, (?) are you trying on"
libro de texto,"text, textbook"
libros de texto,textbooks
cuaderno,notebook
cuadernos,notebooks
equipo,team
equipos,"equipment, teams"
carreras,"races, careers, cart driver"
carrera,"career, race, degree"
corredores,runners
corredor,"runner, hall"
corredora,runner
corredoras,runners
tomamos,"(we) have, (we) take, (?) are we taking"
tomaste,"take, (?) did you drink, (you) ate"
tomé,"(I) took, (I) had, take"
tomó,"(?) did it take, (he) took, (it) took"
tomaron,"(?) did you drink, (they) had, (they) took"
kilómetros,"kilometers, kilometer"
kilómetro,kilometer
balonmano,handball
ganas,(you) win
ganamos,"(we) won, (?) did we earn, (we) earned"
ganaron,"(?) did you win, (they) won, win"
ganó,"(he) won, (she) earned, (she) won"
ganan,"(they) earn, (they) get"
ganaste,"won, (you) won, (you) gained"
gana,"(?) does he earn, (he) earns, (he) wins"
gané,"(I) won, (I) beat, (I) earned"
