compran,"(?) do you buy, (they) are buying, (they) buy"
trabajan,"(?) do they work, (they) are working, (they) work"
compren,buy
trabajen,"work on!, perform!, (they/you-plural) work"
perfumes,perfumes
perfume,"perfume!, (I/he/she/it/you) perfume, put perfume / scent on!"
cheque,check
cómo quiere pagar,how would you like to pay
cómo quieres pagar,how do you want to pay
comen,"(?) are you eating, (?) do you eat, (they) are eating"
beben,"(?) are they drinking, (?) do you drink, (they) drink"
coman,"eat, eat!, (you-plural) eat (command)"
beban,"drink, drink!, (you-plural) drink (command)"
me los llevo,I will take them
me las llevo,I'll take them
me lo llevo,I'll take it
me la llevo,i take it
vendedora,"saleswoman, salesperson"
vendedoras,salespeople
vendedores,"salesmen, salespeople"
vendedor,"salesperson, salesman, vendor"
recibo,"receipt, (I) get, (I) receive"
recibos,receipts
deciden,"(they/you-plural) settle, (they/you-plural) make up one's mind, (they/you-plural) decide"
abren,"(they) are opening, (they) open, (you) open"
abran,"open!, open (up)!, open out!"
decidan,decide
otra,"another, else, other"
otros,"others, other"
otras,other
otro,"another, other, another one"
brazalete,bracelet
brazaletes,bracelets
aretes,earrings
van,"(?) are you going, (?) are you leaving, (?) do you go"
hacen,"(?) are you doing, (they) do, (they) make"
cuál quieres,which one do you want
cuáles quiere,which ones do you want
cuál quiere,which one do you want
hagan,"do, do!, (they/you-plural) do"
vayan,"(they/you-plural) go, (they/you-plural) go out, (they/you-plural) escape"
gratis,"free, for free"
pijamas,pajamas
pijama,pajamas
