compañeros,"classmates, coworkers"
compañero,"classmate, coworker"
compañeras,"classmates, coworkers"
estuche,"case, box, pencil case"
avanzado,advanced
avanzada,advanced
detalles,details
detalle,"detail!, (I/he/she/it/you) detail, (I/he/she/it/you) go into detail"
claramente,clearly
regla,"ruler, rule, period"
reglas,"rules, periods, rulers"
libro de ejercicios,workbook
libros de ejercicios,workbooks
darme,(to) give me
decirme,(to) tell me
dar,"give, (to) give, (to) have"
decir,"(to) say, (to) talk, (to) tell"
consejo,advice
consejos,advice
diferencia,"difference, tell the difference between!, (you-formal) tell the difference between"
diferencias,"differences, (you) tell the difference between, (you) differentiate between"
instrucciones,instructions
darte,give you
decirnos,"(to) think (us), (to) say (us), (to) say to each other (us)"
te,"you, yourself"
nos,"we, us, each other"
mochila,backpack
explicar,"(to) explain, explain, explaining"
calendario,calendar
le,"him, her, his"
les,"they, you, hers"
darle,"(to) give him, give"
decirles,"(to) tell them, tell"
nivel,"level, floor"
niveles,"(you) level, (you) get … level, (you) grade"
expliqué,"(I) explained, (I) understood, explain"
explico,"(I) explain, (I) understand"
explicas,"(?) can you explain, explain"
explicaron,(they) explained
explica,"(he/she/it) explains, (he/she/it) understands, (you-formal) explain"
explicó,"(he) explained, (she) explained, explain"
explicando,explaining
