empiezas,"open, (you) start, (?) do you start"
puedes,"(you) can, (?) can you, (?) could you"
primero,"first, 1, 1st"
que viene,next
quedarse,"stay, (to) stay, staying"
fecha,date
fechas,"dates, (you) date"
planes,"planes, airplanes"
plan,"plan, planned"
sobre,"about, on, on top of"
gustaría,"like, (?) would you like"
todo el mundo,"everybody, everyone"
vengo,"(I) come, I'm coming"
venir,"come, (to) come, coming"
nos quedamos,"(we)  stay, (we) are staying, (we) stayed"
me quedo,"(I)  stay, I'm staying"
te quedas,"(?) are you staying, (you) stay"
vuelve,"(?) are you coming back, (?) are you returning, (?) do you return"
vuelvo,"(I) return, (I) go back"
cambiamos,"(we) change, (we) changed"
cambiando,"getting changed, swapping, changing gear"
cambian,(they) change
cambia,"change, change!, (you-formal) change"
cambio,"change, (I) change, return"
invitar,"(to) invite, (to) ask, invite"
cambiar,"(to) change, (to) exchange"
se quedan,"(they/you-plural)  keep, (they/you-plural)  stay, (they/you-plural)  are"
se queda,"remains, (he/she/it)  is, (he/she/it)  stays"
vienes,"(you) come, (?) are you coming, (?) do you come"
vienen,"come, (?) do they come, (they) are coming"
viene,"(?) does she come, (he) comes, (she) is coming"
gustar,"like, (to) like"
decir,"(to) say, (to) talk, (to) tell"
pensamos,"(we) think, (we) thought, (we) are thinking"
luego,"then, later, after"
invitan,"ask, (they) are inviting, (they) invite"
invita,"(she) invites, ask, (she) is inviting"
invitas,"ask, (you) are inviting, (you) ask"
invitamos,"we're inviting, (we) are inviting, (we) invited"
invitando,inviting
invito,"(I) ask, (I) invite, (I) am inviting"
venimos,"(we) come, (we) arrive, (we) are coming"
por supuesto,"of course, sure"
pensar,"(to) think, think"
piensas,"(you) think, (?) do you think, (you) are thinking"
pienso,"(I) think, (I) am thinking, plan"
piensa,"(he) thinks, (you) think, think"
piensan,"thinks, (you) think, think"
pensando,thinking
