acompañar,accompany
acompañas,you accompany
acompaño,accompany
acompañó,accompanied
baila,dance
bar,Pub
bares,pubs
centro,center
centros,centers
conversamos,we talk
conversar,discuss
conversaron,they talked
conversaste,you talked
converso,convert
conversé,I talked
conversó,convert
cómo
                    le va,how are you
cómo te va,how&#39;s it going
donde,where
invitaciones,invitations
invitación,invitation
llamamos,we call
llamar,to call
llamaron,they called
llamaste,called
llamé,I called
llamó,I call
llega,arrives
llegue,I arrived
medianoche,midnight
mediodía,midday
mira,sight
oye,hears
parece,It seems
parrilla,grill
patio,courtyard
patios,patios
pena,pain
quiénes,Who is it
qué le parece,what do you think
qué te parece,how about
sorpresa,surprise
ven,come
