conocer,"meet, (to) meet, (to) get to know"
Alemania,Germany
maestro,teacher
conoce,"(?) are you familiar with, (?) do you know, (?) does she know"
médico,"doctor, doctors"
país,country
conozco,"(I) know, (?) do I know, (I) am familiar with"
visitar,"visit, (to) visit, visiting"
visita,"visit, (he) is visiting, (he) visits"
parte,"part, some"
pueblos,towns
gente,people
lugar,place
diferentes,different
llamar,"call, (to) call, calling"
llama,"(he) calls, (you) call"
ayudar,"help, (to) help"
ayuda,"help, (he) helps, (he) is helping"
alguno,"one, any, some (people)"
usualmente,"usually, normally"
niñas,"girls, children"
ver,"(to) see, (to) look, (to) watch"
veo,"(I) see, (I) watch"
tele,"television, tv"
enseñar,"teaching, (to) teach, taught"
amar,"love, (to) love"
